timestamp,new_bikes_shared,is_weekend,temp_c,wind_speed,weather_code
1/10/2015 1:00,277,1,14,40,4
1/10/2015 2:00,189,1,14,40.5,3
1/10/2015 3:00,153,1,13,41,3
1/10/2015 4:00,90,1,13,36,3
1/10/2015 5:00,52,1,13,35,3
1/10/2015 6:00,69,1,13,35,7
1/10/2015 7:00,143,1,13,35,3
1/10/2015 8:00,321,1,14,40,3
1/10/2015 9:00,619,1,14,48,3
1/10/2015 10:00,757,1,14,41,7
1/10/2015 11:00,800,1,11.5,42.5,3
1/10/2015 12:00,1191,1,11.5,41.5,2
1/10/2015 13:00,1395,1,10.5,38,3
1/10/2015 14:00,1358,1,9,42.5,3
1/10/2015 15:00,1436,1,9,35,2
1/10/2015 16:00,1270,1,8,27,1
1/10/2015 17:00,1054,1,8,29,2
1/10/2015 18:00,849,1,7,26,1
1/10/2015 19:00,720,1,6,26,1
1/10/2015 20:00,556,1,6,25,1
1/10/2015 21:00,349,1,6,21,1
1/10/2015 22:00,335,1,5,20,1
1/10/2015 23:00,334,1,5,19.5,1
1/11/2015 0:00,360,1,4.5,22,1
1/11/2015 1:00,255,1,4,22,1
1/11/2015 2:00,198,1,4,23,1
1/11/2015 3:00,135,1,4,27,2
1/11/2015 4:00,74,1,4,28,1
1/11/2015 5:00,57,1,4,27,1
1/11/2015 6:00,67,1,4.5,24,1
1/11/2015 7:00,93,1,5,24,1
1/11/2015 8:00,241,1,5,29.5,1
1/11/2015 9:00,538,1,5.5,29,1
1/11/2015 10:00,922,1,6.5,30,1
1/11/2015 11:00,1248,1,7.5,27,1
1/11/2015 12:00,1555,1,8.5,27,1
1/11/2015 13:00,1813,1,9,28,2
1/11/2015 14:00,1639,1,9,28,2
1/11/2015 15:00,1464,1,8.5,26,3
1/11/2015 16:00,1097,1,8,23,3
1/11/2015 17:00,827,1,8,20.5,7
1/11/2015 18:00,519,1,8,25,7
1/11/2015 19:00,493,1,8,24,3
1/11/2015 20:00,315,1,8,26,7
1/11/2015 21:00,260,1,8,30,7
1/11/2015 22:00,237,1,9,37,7
1/11/2015 23:00,168,1,9,30.5,3
1/12/2015 0:00,117,0,9,29,2
1/12/2015 1:00,45,0,10,34,4
1/12/2015 2:00,29,0,10,30,4
1/12/2015 3:00,36,0,10,30.5,3
1/12/2015 4:00,26,0,10,33.5,3
1/12/2015 5:00,86,0,10,35,3
1/12/2015 6:00,433,0,10,31,7
1/12/2015 7:00,1541,0,10,30,7
1/12/2015 8:00,3418,0,10,31,3
1/12/2015 9:00,1832,0,11.5,32.5,3
1/12/2015 10:00,723,0,12,33,3
1/12/2015 11:00,654,0,12,39,3
1/12/2015 12:00,700,0,12,29.5,3
1/12/2015 13:00,631,0,12,29.5,3
1/12/2015 14:00,520,0,12.5,33,7
1/12/2015 15:00,374,0,12,25,7
1/12/2015 16:00,669,0,12,22.5,7
1/12/2015 17:00,1510,0,11.5,22,7
1/12/2015 18:00,1186,0,11,22,7
1/12/2015 19:00,1136,0,11.5,22,7
1/12/2015 20:00,753,0,12,20,4
1/12/2015 21:00,510,0,12,18.5,7
1/12/2015 22:00,184,0,12,21,7
1/12/2015 23:00,86,0,12,23,7
1/13/2015 0:00,64,0,12,25,7
1/13/2015 1:00,29,0,12,30,7
1/13/2015 2:00,21,0,11.5,24.5,7
1/13/2015 3:00,13,0,11,19,7
1/13/2015 4:00,33,0,11,21,7
1/13/2015 5:00,113,0,10.5,21,7
1/13/2015 6:00,600,0,10,20.5,2
1/13/2015 7:00,1584,0,9.5,21,7
1/13/2015 8:00,3960,0,9,16,2
1/13/2015 9:00,2090,0,9,18,2
1/13/2015 10:00,960,0,9,17.5,1
1/13/2015 11:00,866,0,9,18,2
1/13/2015 12:00,1019,0,9.5,20.5,7
1/13/2015 13:00,719,0,9,27.5,7
1/13/2015 14:00,811,0,8.5,29,7
1/13/2015 15:00,883,0,8,21.5,2
1/13/2015 16:00,1391,0,7.5,23,2
1/13/2015 17:00,2886,0,7,22,2
1/13/2015 18:00,2659,0,7,14,7
1/13/2015 19:00,1548,0,6,19.5,7
1/13/2015 20:00,947,0,5.5,21,2
1/13/2015 21:00,660,0,5,23,2
1/13/2015 22:00,501,0,5,17,1
1/13/2015 23:00,340,0,5,19.5,1
1/14/2015 0:00,168,0,5,26,1
1/14/2015 1:00,79,0,5,30,1
1/14/2015 2:00,60,0,5,24,1
1/14/2015 3:00,54,0,4.5,21,1
1/14/2015 4:00,44,0,4.5,14,1
1/14/2015 5:00,93,0,5,17.5,1
1/14/2015 6:00,560,0,5,23,3
1/14/2015 7:00,1820,0,4.5,30.5,2
1/14/2015 8:00,3904,0,4,26,2
1/14/2015 9:00,2064,0,4.5,29,2
1/14/2015 10:00,841,0,5,30.5,2
1/14/2015 11:00,732,0,5.5,27,2
1/14/2015 12:00,1013,0,6.5,27,2
1/14/2015 13:00,1066,0,7,24,2
1/14/2015 14:00,913,0,7,22,2
1/14/2015 15:00,969,0,7,18,1
1/14/2015 16:00,1365,0,7,16,1
1/14/2015 17:00,2638,0,7.5,16,2
1/14/2015 18:00,1974,0,8,21.5,2
1/14/2015 19:00,1254,0,9,27,3
1/14/2015 20:00,885,0,10,31,3
1/14/2015 21:00,537,0,10,38,7
1/14/2015 22:00,344,0,9.5,39,7
1/14/2015 23:00,188,0,10,40,26
1/15/2015 0:00,91,0,10,40,7
1/15/2015 1:00,66,0,11,40,26
1/15/2015 2:00,25,0,11,44.5,26
1/15/2015 3:00,23,0,11.5,45,7
1/15/2015 4:00,23,0,11,37,26
1/15/2015 5:00,62,0,10,31.5,7
1/15/2015 6:00,481,0,9.5,29.5,7
1/15/2015 7:00,1692,0,9,23,2
1/15/2015 8:00,3673,0,9,21,1
1/15/2015 9:00,1941,0,9,19.5,2
1/15/2015 10:00,844,0,9,21,2
1/15/2015 11:00,729,0,9,26,2
1/15/2015 12:00,835,0,8.5,25,7
1/15/2015 13:00,1005,0,9,32.5,2
1/15/2015 14:00,828,0,9,30.5,2
1/15/2015 15:00,912,0,9,36,2
1/15/2015 16:00,1249,0,8,29,2
1/15/2015 17:00,2524,0,7.5,29.5,2
1/15/2015 18:00,2480,0,7,29.5,2
1/15/2015 19:00,1353,0,8,29.5,2
1/15/2015 20:00,810,0,7,34,2
1/15/2015 21:00,591,0,6.5,32,1
1/15/2015 22:00,430,0,6.5,33,2
1/15/2015 23:00,301,0,7,29.5,1
1/16/2015 0:00,208,0,7,31,1
1/16/2015 1:00,117,0,7,27.5,1
1/16/2015 2:00,71,0,6.5,22,1
1/16/2015 3:00,59,0,6.5,25,1
1/16/2015 4:00,46,0,6.5,20.5,1
1/16/2015 5:00,88,0,6.5,20.5,1
1/16/2015 6:00,471,0,7,18.5,1
1/16/2015 7:00,1648,0,7,15,7
1/16/2015 8:00,3546,0,7,15,3
1/16/2015 9:00,1980,0,6,13,2
1/16/2015 10:00,878,0,6.5,17,2
1/16/2015 11:00,795,0,6,19.5,2
1/16/2015 12:00,994,0,6,17,2
1/16/2015 13:00,1122,0,7,15,2
1/16/2015 14:00,941,0,7,15,2
1/16/2015 15:00,1104,0,7,15,2
1/16/2015 16:00,1149,0,6,23.5,7
1/16/2015 17:00,2348,0,5.5,14,2
1/16/2015 18:00,2002,0,5,16,3
1/16/2015 19:00,1183,0,4,12,1
1/16/2015 20:00,693,0,4,9,1
1/16/2015 21:00,473,0,3,11,1
1/16/2015 22:00,386,0,2.5,15,1
1/16/2015 23:00,361,0,2.5,12,1
1/17/2015 0:00,328,1,2,13,1
1/17/2015 1:00,220,1,2,12,1
1/17/2015 2:00,199,1,1,14,1
1/17/2015 3:00,144,1,1,15,1
1/17/2015 4:00,76,1,1,10,1
1/17/2015 5:00,68,1,0.5,8,1
1/17/2015 6:00,70,1,0.5,10,1
1/17/2015 7:00,154,1,1.5,16,1
1/17/2015 8:00,350,1,2.5,15,1
1/17/2015 9:00,682,1,3.5,16,1
1/17/2015 10:00,784,1,4,21,7
1/17/2015 11:00,998,1,5,18.5,7
1/17/2015 12:00,1360,1,6.5,17,2
1/17/2015 13:00,1421,1,6,20.5,2
1/17/2015 14:00,1531,1,7,17,2
1/17/2015 15:00,1527,1,6,18,1
1/17/2015 16:00,1257,1,6,15,1
1/17/2015 17:00,997,1,5,10,1
1/17/2015 18:00,765,1,5,13,1
1/17/2015 19:00,719,1,5,12,1
1/17/2015 20:00,525,1,5,9,1
1/17/2015 21:00,415,1,5,10,1
1/17/2015 22:00,328,1,5,7,2
1/17/2015 23:00,350,1,5,9,7
1/18/2015 0:00,383,1,5,7,2
1/18/2015 1:00,268,1,5,6.5,7
1/18/2015 2:00,268,1,5,8,7
1/18/2015 3:00,140,1,4.5,6.5,7
1/18/2015 4:00,73,1,4,0,7
1/18/2015 5:00,53,1,4,5,7
1/18/2015 6:00,54,1,4,5,7
1/18/2015 7:00,97,1,4,5,7
1/18/2015 8:00,210,1,4,5,2
1/18/2015 9:00,406,1,4,6.5,7
1/18/2015 10:00,693,1,4,9,7
1/18/2015 11:00,906,1,4,9,4
1/18/2015 12:00,1244,1,4,12,2
1/18/2015 13:00,1401,1,4,12,2
1/18/2015 14:00,1313,1,4,14,2
1/18/2015 15:00,1450,1,4,13,2
1/18/2015 16:00,1111,1,3,6,2
1/18/2015 17:00,844,1,3,4,1
1/18/2015 18:00,694,1,2,6.5,1
1/18/2015 19:00,510,1,2,8,1
1/18/2015 20:00,370,1,1.5,5.5,1
1/18/2015 21:00,265,1,1,4,1
1/18/2015 22:00,249,1,1,4,1
1/18/2015 23:00,197,1,0.5,6,1
1/19/2015 0:00,128,0,0,8,1
1/19/2015 1:00,57,0,0.5,8,2
1/19/2015 2:00,30,0,1,5.5,2
1/19/2015 3:00,32,0,0.5,3.5,2
1/19/2015 4:00,36,0,0.5,4.5,3
1/19/2015 5:00,88,0,1,6.5,3
1/19/2015 6:00,472,0,1,7,3
1/19/2015 7:00,1695,0,1,6.5,2
1/19/2015 8:00,3554,0,2,7.5,3
1/19/2015 9:00,1828,0,2,8,3
1/19/2015 10:00,794,0,3,7.5,2
1/19/2015 11:00,688,0,3.5,3,2
1/19/2015 12:00,923,0,4,9,2
1/19/2015 13:00,913,0,4,8,2
1/19/2015 14:00,815,0,5,7.5,3
1/19/2015 15:00,908,0,5,6,3
1/19/2015 16:00,1257,0,4,6.5,3
1/19/2015 17:00,2774,0,3.5,6,2
1/19/2015 18:00,2543,0,3.5,6,3
1/19/2015 19:00,1442,0,3.5,7,3
1/19/2015 20:00,893,0,3,6.5,3
1/19/2015 21:00,561,0,2.5,5.5,3
1/19/2015 22:00,356,0,2,3,2
1/19/2015 23:00,247,0,2,2,3
1/20/2015 0:00,85,0,1,3,3
1/20/2015 1:00,49,0,0.5,6.5,1
1/20/2015 2:00,40,0,0,3,1
1/20/2015 3:00,18,0,-0.5,4,1
1/20/2015 4:00,32,0,-1,3,1
1/20/2015 5:00,80,0,-0.5,4,2
1/20/2015 6:00,520,0,-1,5,1
1/20/2015 7:00,1791,0,-1,6.5,1
1/20/2015 8:00,3700,0,-0.5,7,1
1/20/2015 9:00,1818,0,0,9,1
1/20/2015 10:00,806,0,1,5,2
1/20/2015 11:00,636,0,2.5,6,2
1/20/2015 12:00,894,0,3.5,9,1
1/20/2015 13:00,966,0,4.5,9,2
1/20/2015 14:00,806,0,5,11,2
1/20/2015 15:00,897,0,4,13,2
1/20/2015 16:00,1287,0,4,13,3
1/20/2015 17:00,2683,0,4,12,1
1/20/2015 18:00,2624,0,4,12,1
1/20/2015 19:00,1448,0,4,13,1
1/20/2015 20:00,758,0,4,14,2
1/20/2015 21:00,603,0,4,16,2
1/20/2015 22:00,447,0,4,17.5,1
1/20/2015 23:00,259,0,4,18.5,4
1/21/2015 0:00,151,0,3.5,18,4
1/21/2015 1:00,70,0,3,18.5,4
1/21/2015 2:00,56,0,3,19,3
1/21/2015 3:00,24,0,3,17,4
1/21/2015 4:00,41,0,3,16,7
1/21/2015 5:00,81,0,3,14,7
1/21/2015 6:00,522,0,3,18,7
1/21/2015 7:00,1656,0,3,18,3
1/21/2015 8:00,3655,0,3,18,3
1/21/2015 9:00,1976,0,3,18,3
1/21/2015 10:00,821,0,3,17,3
1/21/2015 11:00,666,0,3,16,3
1/21/2015 12:00,805,0,3,17,7
1/21/2015 13:00,821,0,3.5,16,3
1/21/2015 14:00,701,0,3,17,4
1/21/2015 15:00,759,0,3,18,4
1/21/2015 16:00,1217,0,3,16,4
1/21/2015 17:00,2503,0,3,14,4
1/21/2015 18:00,2511,0,3,11,4
1/21/2015 19:00,1359,0,3,13,7
1/21/2015 20:00,890,0,3,9,4
1/21/2015 21:00,666,0,3,6,4
1/21/2015 22:00,480,0,3,6,3
1/21/2015 23:00,351,0,3,3,1
1/22/2015 0:00,138,0,2.5,2,1
1/22/2015 1:00,81,0,2,2,2
1/22/2015 2:00,54,0,2,2,3
1/22/2015 3:00,37,0,2,5.5,4
1/22/2015 4:00,39,0,2,5,3
1/22/2015 5:00,89,0,2,5,3
1/22/2015 6:00,512,0,2,2,3
1/22/2015 7:00,1677,0,2,2,3
1/22/2015 8:00,3828,0,2,5,3
1/22/2015 9:00,1911,0,2.5,2,3
1/22/2015 10:00,789,0,4,9,3
1/22/2015 11:00,713,0,4,10,3
1/22/2015 12:00,914,0,5,13,2
1/22/2015 13:00,935,0,5,13,2
1/22/2015 14:00,867,0,4.5,14,2
1/22/2015 15:00,885,0,4,13,2
1/22/2015 16:00,1328,0,4,12,3
1/22/2015 17:00,2457,0,3.5,12,3
1/22/2015 18:00,2422,0,3,9,3
1/22/2015 19:00,1350,0,2,6.5,2
1/22/2015 20:00,850,0,2,6.5,1
1/22/2015 21:00,640,0,0,6,1
1/22/2015 22:00,438,0,0,2,1
1/22/2015 23:00,324,0,0,3,1
1/23/2015 0:00,171,0,-0.5,5.5,1
1/23/2015 1:00,96,0,-1,6,1
1/23/2015 2:00,58,0,-1,6,4
1/23/2015 3:00,41,0,-0.5,5,3
1/23/2015 4:00,31,0,-1,5,3
1/23/2015 5:00,80,0,-1,6,4
1/23/2015 6:00,426,0,-1.5,5,1
1/23/2015 7:00,1494,0,-1,6.5,1
1/23/2015 8:00,3328,0,-0.5,7,1
1/23/2015 9:00,1839,0,0.5,6.5,1
1/23/2015 10:00,894,0,2,7.5,1
1/23/2015 11:00,794,0,3.5,12,1
1/23/2015 12:00,1084,0,4.5,16.5,1
1/23/2015 13:00,1053,0,5,17.5,1
1/23/2015 14:00,1005,0,5,19.5,1
1/23/2015 15:00,1002,0,5,17,1
1/23/2015 16:00,1421,0,4,12,1
1/23/2015 17:00,2388,0,4,14,1
1/23/2015 18:00,1946,0,4.5,14,2
1/23/2015 19:00,1126,0,6,18.5,2
1/23/2015 20:00,687,0,6.5,24,2
1/23/2015 21:00,421,0,7,20,7
1/23/2015 22:00,208,0,7.5,23,7
1/23/2015 23:00,299,0,8,24,7
1/24/2015 0:00,186,1,8,22.5,7
1/24/2015 1:00,141,1,9,18,7
1/24/2015 2:00,142,1,7,18.5,26
1/24/2015 3:00,121,1,6.5,18,3
1/24/2015 4:00,70,1,6,18.5,2
1/24/2015 5:00,61,1,5.5,24,1
1/24/2015 6:00,76,1,5,19,1
1/24/2015 7:00,142,1,4,14,1
1/24/2015 8:00,318,1,4.5,16,1
1/24/2015 9:00,723,1,5,18,1
1/24/2015 10:00,1086,1,5.5,24,1
1/24/2015 11:00,1411,1,6,24,1
1/24/2015 12:00,1636,1,6,24,1
1/24/2015 13:00,1769,1,7,22,1
1/24/2015 14:00,1796,1,7,20,2
1/24/2015 15:00,1798,1,7,22,1
1/24/2015 16:00,1597,1,6.5,17,1
1/24/2015 17:00,1226,1,6,15,1
1/24/2015 18:00,837,1,5.5,13,1
1/24/2015 19:00,709,1,5,14,1
1/24/2015 20:00,526,1,4.5,13,1
1/24/2015 21:00,393,1,4,13,1
1/24/2015 22:00,401,1,3.5,13,1
1/24/2015 23:00,374,1,3,13,1
1/25/2015 0:00,347,1,3,13,1
1/25/2015 1:00,261,1,2,12,1
1/25/2015 2:00,216,1,2,10,1
1/25/2015 3:00,162,1,2,14,1
1/25/2015 4:00,107,1,2,13,1
1/25/2015 5:00,70,1,2,12,1
1/25/2015 6:00,83,1,2,13,1
1/25/2015 7:00,108,1,2,15,1
1/25/2015 8:00,226,1,3,15,1
1/25/2015 9:00,529,1,3.5,13,3
1/25/2015 10:00,857,1,5,15,4
1/25/2015 11:00,1195,1,6.5,13,4
1/25/2015 12:00,1478,1,8.5,19.5,3
1/25/2015 13:00,1705,1,8,18,3
1/25/2015 14:00,1519,1,9,22,3
1/25/2015 15:00,1477,1,8,21,3
1/25/2015 16:00,1238,1,8,18,3
1/25/2015 17:00,875,1,8,19.5,3
1/25/2015 18:00,810,1,8,19.5,3
1/25/2015 19:00,566,1,8,19.5,3
1/25/2015 20:00,423,1,8,18.5,3
1/25/2015 21:00,335,1,8,18.5,4
1/25/2015 22:00,297,1,8,18,4
1/25/2015 23:00,210,1,8,18,4
1/26/2015 0:00,115,0,8,19,7
1/26/2015 1:00,74,0,8.5,18,4
1/26/2015 2:00,34,0,9,21.5,4
1/26/2015 3:00,33,0,9,19.5,4
1/26/2015 4:00,47,0,9,16,3
1/26/2015 5:00,88,0,9.5,17,3
1/26/2015 6:00,472,0,10,18.5,7
1/26/2015 7:00,1619,0,10,18.5,3
1/26/2015 8:00,3589,0,10,18,3
1/26/2015 9:00,1844,0,10.5,19.5,3
1/26/2015 10:00,603,0,10,16.5,7
1/26/2015 11:00,621,0,10,23,3
1/26/2015 12:00,841,0,10,24,2
1/26/2015 13:00,884,0,9,19.5,3
1/26/2015 14:00,796,0,9,22,2
1/26/2015 15:00,904,0,8,23,2
1/26/2015 16:00,1319,0,8,21.5,2
1/26/2015 17:00,2723,0,8,19,2
1/26/2015 18:00,2509,0,7.5,18,1
1/26/2015 19:00,1457,0,7,20,1
1/26/2015 20:00,941,0,7,17,1
1/26/2015 21:00,550,0,6.5,17,1
1/26/2015 22:00,433,0,6,14,1
1/26/2015 23:00,214,0,6,15,1
1/27/2015 0:00,133,0,5.5,14,1
1/27/2015 1:00,69,0,5,15,1
1/27/2015 2:00,30,0,5,14,1
1/27/2015 3:00,33,0,5,12,1
1/27/2015 4:00,43,0,5,12,1
1/27/2015 5:00,88,0,5.5,13,1
1/27/2015 6:00,571,0,6,12,1
1/27/2015 7:00,1913,0,6,15,1
1/27/2015 8:00,3835,0,5.5,15,1
1/27/2015 9:00,1900,0,6.5,15,2
1/27/2015 10:00,874,0,7,18,2
1/27/2015 11:00,763,0,8,19,2
1/27/2015 12:00,999,0,9,17,2
1/27/2015 13:00,977,0,9,19.5,3
1/27/2015 14:00,866,0,9,19,3
1/27/2015 15:00,976,0,8,16,3
1/27/2015 16:00,1346,0,8,11,3
1/27/2015 17:00,2724,0,8,7,3
1/27/2015 18:00,2750,0,8,11,3
1/27/2015 19:00,1539,0,8,22,3
1/27/2015 20:00,1001,0,8,19.5,3
1/27/2015 21:00,642,0,8,18,4
1/27/2015 22:00,566,0,7,15,4
1/27/2015 23:00,362,0,7,18,4
1/28/2015 0:00,190,0,7,19.5,3
1/28/2015 1:00,78,0,7,23,3
1/28/2015 2:00,57,0,7,22,4
1/28/2015 3:00,59,0,7,25,4
1/28/2015 4:00,39,0,8,22,4
1/28/2015 5:00,99,0,8,23,4
1/28/2015 6:00,575,0,9,24,3
1/28/2015 7:00,1536,0,9,24,7
1/28/2015 8:00,3576,0,10,24,3
1/28/2015 9:00,1788,0,10,29,7
1/28/2015 10:00,522,0,10.5,32.5,7
1/28/2015 11:00,558,0,10.5,40,2
1/28/2015 12:00,624,0,7.5,41.5,7
1/28/2015 13:00,629,0,6.5,38,7
1/28/2015 14:00,665,0,7,37,2
1/28/2015 15:00,823,0,6.5,37,2
1/28/2015 16:00,1269,0,6,34,2
1/28/2015 17:00,2426,0,5.5,33.5,1
1/28/2015 18:00,2377,0,5,31.5,1
1/28/2015 19:00,1413,0,5,26,1
1/28/2015 20:00,854,0,4,27,1
1/28/2015 21:00,652,0,4,29,1
1/28/2015 22:00,451,0,4,29,1
1/28/2015 23:00,276,0,3.5,28,1
1/29/2015 0:00,122,0,3,26,2
1/29/2015 1:00,106,0,3,30,2
1/29/2015 2:00,34,0,3,30,1
1/29/2015 3:00,38,0,3,29.5,2
1/29/2015 4:00,33,0,3,28,1
1/29/2015 5:00,76,0,3,28,1
1/29/2015 6:00,529,0,3,22,1
1/29/2015 7:00,1760,0,3,21,2
1/29/2015 8:00,3783,0,3,24,2
1/29/2015 9:00,1905,0,4.5,26,2
1/29/2015 10:00,811,0,5.5,27,2
1/29/2015 11:00,700,0,6,35,3
1/29/2015 12:00,889,0,6,30.5,3
1/29/2015 13:00,894,0,6.5,31.5,2
1/29/2015 14:00,757,0,6.5,31.5,3
1/29/2015 15:00,580,0,4.5,28.5,7
1/29/2015 16:00,922,0,4,25,7
1/29/2015 17:00,1984,0,3,20.5,2
1/29/2015 18:00,2076,0,3,19.5,2
1/29/2015 19:00,1237,0,3,26,2
1/29/2015 20:00,770,0,3,26,2
1/29/2015 21:00,525,0,2.5,23,26
1/29/2015 22:00,430,0,2.5,24,3
1/29/2015 23:00,314,0,3,25,3
1/30/2015 0:00,190,0,3,24,3
1/30/2015 1:00,80,0,3,22,7
1/30/2015 2:00,79,0,3,17,7
1/30/2015 3:00,60,0,3.5,17,1
